epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
130,9792.77,0.38917,0.40423,1.00371,0.42362,0.5873,0.53179,0.31485,1.39573,1.33256,1.88257,0.001486,0.001486,0.001486
131,9866.86,0.39056,0.40559,1.00484,0.42501,0.58761,0.53313,0.31549,1.39523,1.33095,1.88192,0.00142,0.00142,0.00142
132,9941.32,0.38716,0.40621,1.00521,0.4249,0.58723,0.53397,0.31624,1.39466,1.32948,1.88126,0.001354,0.001354,0.001354
133,10016,0.38341,0.39735,1.00359,0.42409,0.58815,0.53519,0.31735,1.39428,1.32814,1.88091,0.001288,0.001288,0.001288
134,10090.9,0.38273,0.40007,1.00545,0.42477,0.58837,0.53566,0.31766,1.39391,1.32657,1.88042,0.001222,0.001222,0.001222
135,10165.3,0.38371,0.40124,1.0031,0.42375,0.58836,0.53632,0.31799,1.39359,1.32485,1.87987,0.001156,0.001156,0.001156
136,10240.2,0.38366,0.39725,1.00267,0.42452,0.58799,0.53698,0.31863,1.39335,1.32362,1.87937,0.00109,0.00109,0.00109
137,10314.9,0.37705,0.3913,0.99966,0.42575,0.58848,0.53733,0.31922,1.39304,1.32222,1.87883,0.001024,0.001024,0.001024
138,10390.5,0.37841,0.39328,1.00121,0.4254,0.5894,0.53848,0.31982,1.39241,1.32083,1.8782,0.000958,0.000958,0.000958
139,10465.8,0.3748,0.38891,0.99732,0.42342,0.58596,0.5388,0.32016,1.39206,1.31889,1.87782,0.000892,0.000892,0.000892
140,10541.8,0.37343,0.38716,0.99881,0.42716,0.58658,0.53989,0.32075,1.39148,1.31712,1.8771,0.000826,0.000826,0.000826
141,10620.8,1.28678,1.29607,1.77251,0.42797,0.58581,0.5413,0.32133,1.39115,1.3152,1.8763,0.00076,0.00076,0.00076
142,10695.9,1.25905,1.20415,1.73883,0.43137,0.58614,0.54265,0.32202,1.39035,1.31312,1.87534,0.000694,0.000694,0.000694
143,10769.2,1.24172,1.17952,1.71415,0.43127,0.58705,0.54395,0.32296,1.38966,1.31076,1.87443,0.000628,0.000628,0.000628
144,10842.2,1.23501,1.14945,1.70375,0.43542,0.58725,0.54602,0.3243,1.38868,1.30878,1.87318,0.000562,0.000562,0.000562
145,10916.6,1.22349,1.14586,1.69894,0.4299,0.5894,0.5463,0.32496,1.38776,1.3063,1.87217,0.000496,0.000496,0.000496
146,10991.1,1.21626,1.12966,1.69467,0.44046,0.58514,0.54904,0.32622,1.38688,1.30419,1.87098,0.00043,0.00043,0.00043
147,11064.4,1.21364,1.1193,1.69594,0.44452,0.58516,0.55083,0.32767,1.38592,1.3018,1.86982,0.000364,0.000364,0.000364
148,11136.6,1.20577,1.10716,1.68088,0.44346,0.58496,0.55148,0.32816,1.38479,1.29961,1.86845,0.000298,0.000298,0.000298
149,11209.8,1.19964,1.09344,1.6787,0.43558,0.58979,0.55177,0.32808,1.38402,1.29734,1.8675,0.000232,0.000232,0.000232
150,11284.2,1.19393,1.08431,1.67347,0.47088,0.58232,0.55228,0.32843,1.38322,1.29485,1.86619,0.000166,0.000166,0.000166
